Anchor_RGB,Color_A_RGB,Color_B_RGB,Preference
"[0.042419, 0.17182842, 0.8599372]","[0.09192578, 0.58360547, 0.97143435]","[0.7457113, 0.0014647553, 0.32611135]",B
"[0.42784482, 0.01607193, 0.5426741]","[0.54582363, 0.06504186, 0.062533416]","[0.50752693, 0.54700583, 0.8424472]",B
"[0.76918983, 0.56698024, 0.12987259]","[0.5335394, 0.7079825, 0.7126082]","[0.26342574, 0.7732298, 0.07658452]",B
"[0.09408088, 0.76508266, 0.40592507]","[0.13825086, 0.38821292, 0.3241108]","[0.9498392, 0.76067525, 0.17588964]",A
"[0.09408088, 0.76508266, 0.40592507]","[0.13825086, 0.38821292, 0.3241108]","[0.9498392, 0.76067525, 0.17588964]",B
"[0.3119974, 0.21414177, 0.16676499]","[0.18792461, 0.42869225, 0.00048396457]","[0.9550759, 0.2960461, 0.22919627]",B
"[0.9011467, 0.6402766, 0.5054164]","[0.7708786, 0.46817333, 0.7815922]","[0.73116136, 0.7902016, 0.04519649]",B
"[0.57475466, 0.39123663, 0.42341593]","[0.9928214, 0.84142554, 0.98834544]","[0.11667081, 0.038225975, 0.2462046]",A
"[0.22774519, 0.94166195, 0.78013754]","[0.32245794, 0.5323814, 0.05557488]","[0.38932875, 0.7044944, 0.9863405]",B
"[0.07135002, 0.37284008, 0.6260087]","[0.4140223, 0.16002995, 0.23108673]","[0.17063561, 0.7369464, 0.85190135]",A
"[0.73116136, 0.7902016, 0.04519649]","[0.08681668, 0.45154572, 0.06846358]","[0.9011467, 0.6402766, 0.5054164]",B
"[0.73116136, 0.7902016, 0.04519649]","[0.08681668, 0.45154572, 0.06846358]","[0.9011467, 0.6402766, 0.5054164]",A
"[0.73116136, 0.7902016, 0.04519649]","[0.08681668, 0.45154572, 0.06846358]","[0.9011467, 0.6402766, 0.5054164]",A
"[0.73116136, 0.7902016, 0.04519649]","[0.08681668, 0.45154572, 0.06846358]","[0.9011467, 0.6402766, 0.5054164]",A
"[0.80761635, 0.052911382, 0.90075654]","[0.8439297, 0.78616214, 0.9242758]","[0.05715324, 0.027679488, 0.4292007]",B
"[0.40553933, 0.596486, 0.30182073]","[0.53922975, 0.96229935, 0.9733129]","[0.6029109, 0.36375144, 0.053270213]",A
"[0.40553933, 0.596486, 0.30182073]","[0.53922975, 0.96229935, 0.9733129]","[0.6029109, 0.36375144, 0.053270213]",A
"[0.45750782, 0.4397551, 0.9630506]","[0.9928214, 0.84142554, 0.98834544]","[0.05715324, 0.027679488, 0.4292007]",B
"[0.86110914, 0.89714235, 0.36464837]","[0.53922975, 0.96229935, 0.9733129]","[0.65037405, 0.45632163, 0.1840022]",B
"[0.50752693, 0.54700583, 0.8424472]","[0.32974273, 0.90539145, 0.9403171]","[0.10016274, 0.14507864, 0.55767137]",B
"[0.3635449, 0.87087214, 0.5683517]","[0.18792461, 0.42869225, 0.00048396457]","[0.17063561, 0.7369464, 0.85190135]",B
"[0.5014136, 0.41783476, 0.24419636]","[0.7544277, 0.356213, 0.47587034]","[0.0021615755, 0.71610963, 0.10761215]",A
"[0.65751415, 0.76790684, 0.34946656]","[0.32974273, 0.90539145, 0.9403171]","[0.5725548, 0.5111045, 0.52071786]",A
"[0.65751415, 0.76790684, 0.34946656]","[0.32974273, 0.90539145, 0.9403171]","[0.5725548, 0.5111045, 0.52071786]",B
"[0.8662154, 0.013011217, 0.7048435]","[0.8439297, 0.78616214, 0.9242758]","[0.05715324, 0.027679488, 0.4292007]",B
"[0.4557929, 0.5875912, 0.12358499]","[0.44641545, 0.9761044, 0.87942487]","[0.41945854, 0.42017844, 0.45480406]",A
"[0.8088091, 0.9197418, 0.06150455]","[0.3681081, 0.4820821, 0.21509081]","[0.6724963, 0.90819514, 0.90897244]",A
"[0.8088091, 0.9197418, 0.06150455]","[0.3681081, 0.4820821, 0.21509081]","[0.6724963, 0.90819514, 0.90897244]",A
"[0.7289514, 0.17463757, 0.885632]","[0.8439297, 0.78616214, 0.9242758]","[0.11667081, 0.038225975, 0.2462046]",B
"[0.194004, 0.54396707, 0.9109888]","[0.30638102, 0.8132069, 0.76404023]","[0.10016274, 0.14507864, 0.55767137]",A
"[0.194004, 0.54396707, 0.9109888]","[0.30638102, 0.8132069, 0.76404023]","[0.10016274, 0.14507864, 0.55767137]",B
"[0.69059557, 0.6879127, 0.14478163]","[0.44295287, 0.36122465, 0.2785446]","[0.44641545, 0.9761044, 0.87942487]",A
"[0.7708786, 0.46817333, 0.7815922]","[0.9011467, 0.6402766, 0.5054164]","[0.29549316, 0.102463484, 0.6072666]",B
"[0.42271146, 0.8862744, 0.3897329]","[0.18792461, 0.42869225, 0.00048396457]","[0.025073424, 0.8471594, 0.8947564]",B
"[0.49597967, 0.042028897, 0.8439319]","[0.13607049, 0.521946, 0.73367053]","[0.9023496, 0.26987457, 0.40740585]",B
"[0.6328817, 0.34465867, 0.62057567]","[0.6781209, 0.05665321, 0.0062763207]","[0.194004, 0.54396707, 0.9109888]",B
"[0.6328817, 0.34465867, 0.62057567]","[0.6781209, 0.05665321, 0.0062763207]","[0.194004, 0.54396707, 0.9109888]",B
"[0.6328817, 0.34465867, 0.62057567]","[0.6781209, 0.05665321, 0.0062763207]","[0.194004, 0.54396707, 0.9109888]",B
"[0.044587396, 0.80083233, 0.2072439]","[0.32974273, 0.90539145, 0.9403171]","[0.66720814, 0.53104997, 0.08668244]",A
"[0.13825086, 0.38821292, 0.3241108]","[0.0021615755, 0.71610963, 0.10761215]","[0.34092847, 0.25926962, 0.33923057]",A
"[0.9984193, 0.19372565, 0.078812405]","[0.9601778, 0.67660564, 0.8262579]","[0.4140223, 0.16002995, 0.23108673]",B
"[0.33970612, 0.6430791, 0.7499834]","[0.7289514, 0.17463757, 0.885632]","[0.37976, 0.96580267, 0.7022499]",A
"[0.97784305, 0.98262554, 0.2998197]","[0.11108111, 0.93442583, 0.8366468]","[0.8859242, 0.5586524, 0.19003625]",B
"[0.56154597, 0.23554085, 0.63194275]","[0.13269946, 0.12509939, 0.11618965]","[0.9601778, 0.67660564, 0.8262579]",B
"[0.15112142, 0.661937, 0.0393846]","[0.38322264, 0.32284674, 0.084623836]","[0.40742022, 0.80481064, 0.82033205]",B
"[0.6555026, 0.5710271, 0.7742308]","[0.17568524, 0.21036841, 0.8036759]","[0.9550759, 0.2960461, 0.22919627]",A
"[0.82174057, 0.33569217, 0.1687923]","[0.97190976, 0.7223234, 0.013771888]","[0.9140818, 0.3155932, 0.7198629]",A
"[0.82174057, 0.33569217, 0.1687923]","[0.97190976, 0.7223234, 0.013771888]","[0.9140818, 0.3155932, 0.7198629]",A
"[0.48124754, 0.75328445, 0.50351125]","[0.13825086, 0.38821292, 0.3241108]","[0.97190976, 0.7223234, 0.013771888]",A
"[0.4140223, 0.16002995, 0.23108673]","[0.38322264, 0.32284674, 0.084623836]","[0.0048259264, 0.31905168, 0.947834]",B
"[0.4140223, 0.16002995, 0.23108673]","[0.38322264, 0.32284674, 0.084623836]","[0.0048259264, 0.31905168, 0.947834]",B
"[0.4140223, 0.16002995, 0.23108673]","[0.38322264, 0.32284674, 0.084623836]","[0.0048259264, 0.31905168, 0.947834]",B
"[0.4140223, 0.16002995, 0.23108673]","[0.38322264, 0.32284674, 0.084623836]","[0.0048259264, 0.31905168, 0.947834]",B
"[0.75225455, 0.7414463, 0.56633925]","[0.98835135, 0.44920972, 0.35710877]","[0.08681668, 0.45154572, 0.06846358]",A
"[0.7070514, 0.47678113, 0.49215126]","[0.80302256, 0.6565454, 0.25379497]","[0.52627915, 0.021402493, 0.75001705]",B
"[0.11108111, 0.93442583, 0.8366468]","[0.97784305, 0.98262554, 0.2998197]","[0.020601574, 0.48937497, 0.2632074]",B
"[0.20461579, 0.25519115, 0.69475514]","[0.3119974, 0.21414177, 0.16676499]","[0.8885804, 0.4140083, 0.84983915]",B
"[0.20461579, 0.25519115, 0.69475514]","[0.3119974, 0.21414177, 0.16676499]","[0.8885804, 0.4140083, 0.84983915]",B
"[0.6135129, 0.82978636, 0.10169392]","[0.8421342, 0.6249192, 0.4525156]","[0.18792461, 0.42869225, 0.00048396457]",B
"[0.6135129, 0.82978636, 0.10169392]","[0.8421342, 0.6249192, 0.4525156]","[0.18792461, 0.42869225, 0.00048396457]",B
"[0.2576161, 0.5257118, 0.36275464]","[0.13607049, 0.521946, 0.73367053]","[0.8321975, 0.8617837, 0.23679315]",B
"[0.8859242, 0.5586524, 0.19003625]","[0.6781209, 0.05665321, 0.0062763207]","[0.91083246, 0.95828944, 0.117792174]",A
"[0.5912094, 0.28422397, 0.8657257]","[0.8439297, 0.78616214, 0.9242758]","[0.23432058, 0.093496986, 0.1821003]",A
"[0.08681668, 0.45154572, 0.06846358]","[0.5275245, 0.8887487, 0.16076888]","[0.22412974, 0.3302004, 0.38220727]",A
"[0.74742144, 0.9008839, 0.72786236]","[0.9011467, 0.6402766, 0.5054164]","[0.020601574, 0.48937497, 0.2632074]",B
"[0.7920771, 0.13039273, 0.34111333]","[0.6029109, 0.36375144, 0.053270213]","[0.45750782, 0.4397551, 0.9630506]",B
"[0.44295287, 0.36122465, 0.2785446]","[0.71875674, 0.4368041, 0.67966753]","[0.5894863, 0.68062294, 0.20521614]",A
"[0.44295287, 0.36122465, 0.2785446]","[0.71875674, 0.4368041, 0.67966753]","[0.5894863, 0.68062294, 0.20521614]",B
"[0.44295287, 0.36122465, 0.2785446]","[0.71875674, 0.4368041, 0.67966753]","[0.5894863, 0.68062294, 0.20521614]",A
"[0.44295287, 0.36122465, 0.2785446]","[0.71875674, 0.4368041, 0.67966753]","[0.5894863, 0.68062294, 0.20521614]",B
"[0.8439297, 0.78616214, 0.9242758]","[0.32974273, 0.90539145, 0.9403171]","[0.8662154, 0.013011217, 0.7048435]",B
"[0.6781209, 0.05665321, 0.0062763207]","[0.5162166, 0.27389207, 0.5596833]","[0.8859242, 0.5586524, 0.19003625]",A
"[0.6781209, 0.05665321, 0.0062763207]","[0.5162166, 0.27389207, 0.5596833]","[0.8859242, 0.5586524, 0.19003625]",B
"[0.17568524, 0.21036841, 0.8036759]","[0.13269946, 0.12509939, 0.11618965]","[0.8885804, 0.4140083, 0.84983915]",A
"[0.17568524, 0.21036841, 0.8036759]","[0.13269946, 0.12509939, 0.11618965]","[0.8885804, 0.4140083, 0.84983915]",B
"[0.34929127, 0.9457328, 0.1278639]","[0.020601574, 0.48937497, 0.2632074]","[0.53922975, 0.96229935, 0.9733129]",A
"[0.9498392, 0.76067525, 0.17588964]","[0.85606134, 0.4251889, 0.29275665]","[0.24304025, 0.867099, 0.46270508]",A
"[0.52627915, 0.021402493, 0.75001705]","[0.9375874, 0.40288347, 0.5445607]","[0.13269946, 0.12509939, 0.11618965]",A
"[0.18683851, 0.5635141, 0.42118803]","[0.5725548, 0.5111045, 0.52071786]","[0.8321975, 0.8617837, 0.23679315]",B
"[0.6824384, 0.668336, 0.6560686]","[0.068098895, 0.9801436, 0.024129212]","[0.90865684, 0.076871864, 0.9650665]",B
"[0.44641545, 0.9761044, 0.87942487]","[0.69059557, 0.6879127, 0.14478163]","[0.27162564, 0.6660152, 0.92617345]",B
"[0.23575905, 0.055729188, 0.5556229]","[0.84330904, 0.22954157, 0.32343298]","[0.10158929, 0.55307233, 0.66683376]",A
"[0.44704202, 0.7210059, 0.20432107]","[0.81956357, 0.5106667, 0.03325008]","[0.21680555, 0.5940397, 0.69034547]",B
"[0.3373942, 0.4670316, 0.3365468]","[0.508651, 0.9866106, 0.094528496]","[0.68231183, 0.3825836, 0.73959565]",B
"[0.8939319, 0.13893948, 0.10760156]","[0.7598236, 0.6260362, 0.24614073]","[0.45453897, 0.0035995422, 0.4297171]",B
"[0.8939319, 0.13893948, 0.10760156]","[0.7598236, 0.6260362, 0.24614073]","[0.45453897, 0.0035995422, 0.4297171]",B
"[0.09552928, 0.7552634, 0.9231682]","[0.7803839, 0.859675, 0.6124132]","[0.31183124, 0.29601452, 0.8761307]",B
"[0.9823924, 0.6548043, 0.967432]","[0.7083433, 0.06821931, 0.30411613]","[0.41234362, 0.78158534, 0.7685972]",B
"[0.9823924, 0.6548043, 0.967432]","[0.7083433, 0.06821931, 0.30411613]","[0.41234362, 0.78158534, 0.7685972]",B
"[0.14056574, 0.54084086, 0.38328803]","[0.44177788, 0.48723838, 0.8038021]","[0.87695414, 0.84044534, 0.027908921]",A
"[0.81956357, 0.5106667, 0.03325008]","[0.68639594, 0.91049737, 0.008741473]","[0.5825726, 0.16742721, 0.19967356]",A
"[0.62458843, 0.2047824, 0.6989783]","[0.10158929, 0.55307233, 0.66683376]","[0.85559976, 0.6095439, 0.53684807]",A
"[0.38783482, 0.8384689, 0.27025193]","[0.8865553, 0.609035, 0.256902]","[0.039640725, 0.4190474, 0.3935243]",B
"[0.38783482, 0.8384689, 0.27025193]","[0.8865553, 0.609035, 0.256902]","[0.039640725, 0.4190474, 0.3935243]",B
"[0.38783482, 0.8384689, 0.27025193]","[0.8865553, 0.609035, 0.256902]","[0.039640725, 0.4190474, 0.3935243]",B
"[0.2789161, 0.1004841, 0.15342283]","[0.7443824, 0.5278384, 0.45064878]","[0.17728856, 0.37674648, 0.9974988]",A
"[0.2789161, 0.1004841, 0.15342283]","[0.7443824, 0.5278384, 0.45064878]","[0.17728856, 0.37674648, 0.9974988]",B
"[0.73356867, 0.9821803, 0.81484514]","[0.22311808, 0.445618, 0.17958485]","[0.39864856, 0.6678109, 0.9020263]",A
"[0.73356867, 0.9821803, 0.81484514]","[0.22311808, 0.445618, 0.17958485]","[0.39864856, 0.6678109, 0.9020263]",B
"[0.9151372, 0.78746706, 0.52650416]","[0.6040339, 0.28217885, 0.06720285]","[0.2283825, 0.71186, 0.82987773]",A
"[0.9151372, 0.78746706, 0.52650416]","[0.6040339, 0.28217885, 0.06720285]","[0.2283825, 0.71186, 0.82987773]",B
"[0.64229596, 0.49708387, 0.23724125]","[0.10158929, 0.55307233, 0.66683376]","[0.19830902, 0.8916434, 0.07614825]",B
"[0.64229596, 0.49708387, 0.23724125]","[0.10158929, 0.55307233, 0.66683376]","[0.19830902, 0.8916434, 0.07614825]",A
"[0.3467046, 0.61538094, 0.7945071]","[0.92351717, 0.445057, 0.8614413]","[0.32043263, 0.51259655, 0.29115504]",B
"[0.48803025, 0.32258883, 0.6603602]","[0.47527298, 0.18270011, 0.042134557]","[0.6582955, 0.8497437, 0.9027361]",A
"[0.50103277, 0.68890893, 0.3703973]","[0.85559976, 0.6095439, 0.53684807]","[0.030551128, 0.2711216, 0.001810478]",B
"[0.19830902, 0.8916434, 0.07614825]","[0.9442203, 0.7229212, 0.46198007]","[0.08055239, 0.4045542, 0.21860702]",A
"[0.2066891, 0.36026838, 0.28591737]","[0.23575905, 0.055729188, 0.5556229]","[0.13100094, 0.77628094, 0.14450768]",B
"[0.52512145, 0.031805508, 0.018032644]","[0.9895613, 0.12441164, 0.6792938]","[0.23575905, 0.055729188, 0.5556229]",A
"[0.52512145, 0.031805508, 0.018032644]","[0.9895613, 0.12441164, 0.6792938]","[0.23575905, 0.055729188, 0.5556229]",A
"[0.47953033, 0.9176807, 0.95023817]","[0.7722535, 0.5658797, 0.8521463]","[0.1798674, 0.6419986, 0.02672665]",A
"[0.47953033, 0.9176807, 0.95023817]","[0.7722535, 0.5658797, 0.8521463]","[0.1798674, 0.6419986, 0.02672665]",B
"[0.6337959, 0.77821076, 0.4021648]","[0.2283825, 0.71186, 0.82987773]","[0.83432406, 0.46114972, 0.07882496]",A
"[0.065547764, 0.57480204, 0.16931807]","[0.10158929, 0.55307233, 0.66683376]","[0.9336337, 0.71007067, 0.1447287]",A
"[0.9523501, 0.9604422, 0.19001853]","[0.5387698, 0.41705668, 0.15118714]","[0.26583916, 0.8654959, 0.8703182]",B
"[0.6007227, 0.5471906, 0.90917486]","[0.25505027, 0.63185704, 0.48842078]","[0.85187995, 0.081752144, 0.2110008]",A
"[0.84330904, 0.22954157, 0.32343298]","[0.23575905, 0.055729188, 0.5556229]","[0.17728856, 0.37674648, 0.9974988]",A
"[0.1477346, 0.19550692, 0.21998173]","[0.91088, 0.053695716, 0.49712196]","[0.3467046, 0.61538094, 0.7945071]",B
"[0.591158, 0.3987173, 0.46088505]","[0.90505564, 0.9051815, 0.88281804]","[0.3960699, 0.43307257, 0.12256871]",B
"[0.42178363, 0.5189695, 0.50835556]","[0.43260118, 0.9708776, 0.13244057]","[0.47527298, 0.18270011, 0.042134557]",B
"[0.70105076, 0.66038346, 0.09211902]","[0.6040339, 0.28217885, 0.06720285]","[0.26583916, 0.8654959, 0.8703182]",B
"[0.31424746, 0.8123677, 0.04846934]","[0.6582955, 0.8497437, 0.9027361]","[0.3580418, 0.35012692, 0.1989638]",B
"[0.5349203, 0.8833408, 0.6010584]","[0.8865553, 0.609035, 0.256902]","[0.039640725, 0.4190474, 0.3935243]",B
"[0.5453117, 0.14860433, 0.37630352]","[0.32876858, 0.23147148, 0.06553173]","[0.018481273, 0.5048872, 0.97652036]",B
"[0.32463878, 0.046373595, 0.96050876]","[0.6524126, 0.7320645, 0.7702682]","[0.21332985, 0.066228434, 0.061778963]",B
"[0.68639594, 0.91049737, 0.008741473]","[0.5387698, 0.41705668, 0.15118714]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.68639594, 0.91049737, 0.008741473]","[0.5387698, 0.41705668, 0.15118714]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.881291, 0.37405065, 0.71996784]","[0.010112921, 0.22351791, 0.6394453]","[0.96910214, 0.38881212, 0.05520986]",A
"[0.11402006, 0.7384139, 0.31080303]","[0.030551128, 0.2711216, 0.001810478]","[0.9442203, 0.7229212, 0.46198007]",A
"[0.9930859, 0.8591462, 0.32979828]","[0.42178363, 0.5189695, 0.50835556]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.9930859, 0.8591462, 0.32979828]","[0.42178363, 0.5189695, 0.50835556]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.9930859, 0.8591462, 0.32979828]","[0.42178363, 0.5189695, 0.50835556]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.9930859, 0.8591462, 0.32979828]","[0.42178363, 0.5189695, 0.50835556]","[0.47953033, 0.9176807, 0.95023817]",B
"[0.29976168, 0.5622546, 0.10060893]","[0.81956357, 0.5106667, 0.03325008]","[0.47953033, 0.9176807, 0.95023817]",B
"[0.29976168, 0.5622546, 0.10060893]","[0.81956357, 0.5106667, 0.03325008]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.29976168, 0.5622546, 0.10060893]","[0.81956357, 0.5106667, 0.03325008]","[0.47953033, 0.9176807, 0.95023817]",A
"[0.40849313, 0.25371355, 0.483033]","[0.32876858, 0.23147148, 0.06553173]","[0.3467046, 0.61538094, 0.7945071]",B
"[0.85187995, 0.081752144, 0.2110008]","[0.37549055, 0.07247294, 0.73688704]","[0.9442203, 0.7229212, 0.46198007]",B
"[0.39864856, 0.6678109, 0.9020263]","[0.3373942, 0.4670316, 0.3365468]","[0.8902751, 0.07444933, 0.99485123]",B
"[0.25836158, 0.39808765, 0.51762]","[0.030551128, 0.2711216, 0.001810478]","[0.9966846, 0.32457948, 0.91808206]",B
"[0.94000554, 0.19519007, 0.7858671]","[0.2789161, 0.1004841, 0.15342283]","[0.15485704, 0.49515396, 0.49490204]",A
"[0.94000554, 0.19519007, 0.7858671]","[0.2789161, 0.1004841, 0.15342283]","[0.15485704, 0.49515396, 0.49490204]",B
"[0.9336337, 0.71007067, 0.1447287]","[0.6582955, 0.8497437, 0.9027361]","[0.065547764, 0.57480204, 0.16931807]",A
"[0.9336337, 0.71007067, 0.1447287]","[0.6582955, 0.8497437, 0.9027361]","[0.065547764, 0.57480204, 0.16931807]",B
"[0.9336337, 0.71007067, 0.1447287]","[0.6582955, 0.8497437, 0.9027361]","[0.065547764, 0.57480204, 0.16931807]",B
"[0.5196437, 0.79705954, 0.98862183]","[0.67527235, 0.17672989, 0.9832684]","[0.57444054, 0.5728256, 0.41141298]",B
"[0.5196437, 0.79705954, 0.98862183]","[0.67527235, 0.17672989, 0.9832684]","[0.57444054, 0.5728256, 0.41141298]",A
"[0.7936508, 0.4799121, 0.2788923]","[0.9895613, 0.12441164, 0.6792938]","[0.50103277, 0.68890893, 0.3703973]",B
"[0.21680555, 0.5940397, 0.69034547]","[0.62458843, 0.2047824, 0.6989783]","[0.29976168, 0.5622546, 0.10060893]",A
"[0.21680555, 0.5940397, 0.69034547]","[0.62458843, 0.2047824, 0.6989783]","[0.29976168, 0.5622546, 0.10060893]",B
"[0.21680555, 0.5940397, 0.69034547]","[0.62458843, 0.2047824, 0.6989783]","[0.29976168, 0.5622546, 0.10060893]",B
"[0.19405195, 0.12662968, 0.91781473]","[0.2066891, 0.36026838, 0.28591737]","[0.87231815, 0.40914848, 0.5849636]",A
"[0.8008003, 0.7603105, 0.11393634]","[0.96910214, 0.38881212, 0.05520986]","[0.26583916, 0.8654959, 0.8703182]",B
"[0.5123699, 0.45489728, 0.6537133]","[0.52512145, 0.031805508, 0.018032644]","[0.08055239, 0.4045542, 0.21860702]",A
"[0.3580418, 0.35012692, 0.1989638]","[0.24688284, 0.7907136, 0.4676337]","[0.90109074, 0.4350489, 0.3649078]",A
"[0.3580418, 0.35012692, 0.1989638]","[0.24688284, 0.7907136, 0.4676337]","[0.90109074, 0.4350489, 0.3649078]",B
"[0.91088, 0.053695716, 0.49712196]","[0.6524126, 0.7320645, 0.7702682]","[0.089512706, 0.16940355, 0.44177243]",B
"[0.039640725, 0.4190474, 0.3935243]","[0.6337959, 0.77821076, 0.4021648]","[0.45453897, 0.0035995422, 0.4297171]",B
"[0.9630398, 0.5373502, 0.57569915]","[0.57059956, 0.102570996, 0.8368011]","[0.9336337, 0.71007067, 0.1447287]",B
"[0.9630398, 0.5373502, 0.57569915]","[0.57059956, 0.102570996, 0.8368011]","[0.9336337, 0.71007067, 0.1447287]",A
"[0.9630398, 0.5373502, 0.57569915]","[0.57059956, 0.102570996, 0.8368011]","[0.9336337, 0.71007067, 0.1447287]",A
"[0.26583916, 0.8654959, 0.8703182]","[0.9523501, 0.9604422, 0.19001853]","[0.43607587, 0.43917537, 0.61934435]",B
"[0.37549055, 0.07247294, 0.73688704]","[0.3467046, 0.61538094, 0.7945071]","[0.52512145, 0.031805508, 0.018032644]",A
"[0.82287467, 0.27568802, 0.9415364]","[0.33286226, 0.70176804, 0.6862253]","[0.8939319, 0.13893948, 0.10760156]",A
"[0.1798674, 0.6419986, 0.02672665]","[0.8865553, 0.609035, 0.256902]","[0.47953033, 0.9176807, 0.95023817]",B
"[0.43260118, 0.9708776, 0.13244057]","[0.3960699, 0.43307257, 0.12256871]","[0.6582955, 0.8497437, 0.9027361]",A
"[0.2912729, 0.21716085, 0.26388663]","[0.90109074, 0.4350489, 0.3649078]","[0.030551128, 0.2711216, 0.001810478]",A
"[0.7118683, 0.83347523, 0.7043623]","[0.6007227, 0.5471906, 0.90917486]","[0.08055239, 0.4045542, 0.21860702]",A
"[0.7118683, 0.83347523, 0.7043623]","[0.6007227, 0.5471906, 0.90917486]","[0.08055239, 0.4045542, 0.21860702]",A
"[0.10592043, 0.021247923, 0.08543942]","[0.3617102, 0.41112506, 0.8429278]","[0.7212245, 0.24744196, 0.16043347]",B
"[0.90505564, 0.9051815, 0.88281804]","[0.9966846, 0.32457948, 0.91808206]","[0.5387698, 0.41705668, 0.15118714]",B
"[0.90505564, 0.9051815, 0.88281804]","[0.9966846, 0.32457948, 0.91808206]","[0.5387698, 0.41705668, 0.15118714]",A
"[0.90505564, 0.9051815, 0.88281804]","[0.9966846, 0.32457948, 0.91808206]","[0.5387698, 0.41705668, 0.15118714]",B
"[0.90505564, 0.9051815, 0.88281804]","[0.9966846, 0.32457948, 0.91808206]","[0.5387698, 0.41705668, 0.15118714]",B
"[0.44177788, 0.48723838, 0.8038021]","[0.2789161, 0.1004841, 0.15342283]","[0.04384979, 0.88916135, 0.85871553]",A
"[0.44177788, 0.48723838, 0.8038021]","[0.2789161, 0.1004841, 0.15342283]","[0.04384979, 0.88916135, 0.85871553]",B
"[0.24688284, 0.7907136, 0.4676337]","[0.3580418, 0.35012692, 0.1989638]","[0.5196437, 0.79705954, 0.98862183]",B
"[0.24688284, 0.7907136, 0.4676337]","[0.3580418, 0.35012692, 0.1989638]","[0.5196437, 0.79705954, 0.98862183]",A
"[0.32876858, 0.23147148, 0.06553173]","[0.7598236, 0.6260362, 0.24614073]","[0.40849313, 0.25371355, 0.483033]",B
"[0.32876858, 0.23147148, 0.06553173]","[0.7598236, 0.6260362, 0.24614073]","[0.40849313, 0.25371355, 0.483033]",A
"[0.32876858, 0.23147148, 0.06553173]","[0.7598236, 0.6260362, 0.24614073]","[0.40849313, 0.25371355, 0.483033]",B
"[0.6582955, 0.8497437, 0.9027361]","[0.508651, 0.9866106, 0.094528496]","[0.48803025, 0.32258883, 0.6603602]",B
"[0.10158929, 0.55307233, 0.66683376]","[0.065547764, 0.57480204, 0.16931807]","[0.8902751, 0.07444933, 0.99485123]",A
"[0.022085678, 0.037703365, 0.2757564]","[0.2066891, 0.36026838, 0.28591737]","[0.79731894, 0.29011643, 0.6337916]",B
"[0.9728286, 0.9196714, 0.69252]","[0.90109074, 0.4350489, 0.3649078]","[0.2283825, 0.71186, 0.82987773]",B
"[0.9728286, 0.9196714, 0.69252]","[0.90109074, 0.4350489, 0.3649078]","[0.2283825, 0.71186, 0.82987773]",B
"[0.71534204, 0.36608928, 0.04388144]","[0.7418038, 0.26184243, 0.54233]","[0.9728286, 0.9196714, 0.69252]",A
